a01	div	dcode	uzcode	uncode	vcode_n	div_name	district	district_name	upazila	upazila_name	union	union_name	hh_type	a02	a10	a11	a12	a13	a14	a15	a16_dd	a16_mm	a16_yy	a17_dd	a17_mm	a17_yy	a18	a19	a20_dd	a20_mm	a20_yy	a21	flagaddl	sample_type	regnm	flag_org	aez_name	flag_smpl
113	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	176	2	1	99	1	1	1	30	11	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
114	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	184	1	1	99	1	1	1	29	11	2011	30	11	2011	44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
115	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	203	2	1	99	1	1	1	29	11	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
116	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	217	1	1	99	1	1	1	29	11	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
117	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	230	2	1	98	1	1	1	28	11	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
118	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	243	2	1	98	1	1	1	28	11	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
119	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	257	2	1	98	1	1	1	28	11	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
120	"10"	4	409	40913	1.0	"Barisal"	"04"	"Barguna"	"0409"	"Amtali"	"040913"	"Amtali"	2	271	2	1	99	1	1	1	29	11	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
121	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	8	1	1	98	1	1	1	12	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
122	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	20	2	1	98	1	1	1	12	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
123	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	31	2	1	98	1	1	1	12	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
124	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	43	1	1	99	1	1	1	11	12	2011	12	12	2011	41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
125	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	54	1	1	98	1	1	1	11	12	2011	12	12	2011	40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
126	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	66	2	1	98	1	1	1	11	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
127	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	77	2	1	98	1	1	1	9	12	2011	10	12	2011	41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
128	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	89	2	1	6	1	1	1	10	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
129	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	100	2	1	98	1	1	1	9	12	2011	10	12	2011	40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
130	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	112	2	1	99	1	1	1	11	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
131	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	123	2	1	98	1	1	1	9	12	2011	10	12	2011	44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
132	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	135	2	1	4	1	1	1	11	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
133	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	146	1	1	99	1	1	1	9	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
134	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	158	2	1	98	1	1	1	10	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
135	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	169	2	1	98	1	1	1	10	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
136	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	181	2	1	99	1	1	1	9	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
137	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	192	2	1	98	1	1	1	9	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
138	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	204	1	1	99	1	1	1	13	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
139	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	215	1	1	98	1	1	1	13	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
140	"10"	4	428	42819	2.0	"Barisal"	"04"	"Barguna"	"0428"	"Barguna Sadar"	"042819"	"Badarkhali"	2	227	2	1	98	1	1	1	12	12	2011	13	12	2011	41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
141	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	5	2	1	98	2	1	1	4	12	2011	5	12	2011	40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
142	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	17	2	1	98	1	1	1	5	12	2011	7	12	2011	40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
143	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	29	2	1	98	1	1	1	4	12	2011				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
144	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	41	2	1	99	1	1	1	7	12	2011				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
145	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	53	1	1	99	1	1	1	7	12	2011				44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
146	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	64	2	1	99	2	1	1	7	12	2011				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
147	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	76	2	1	98	2	1	1	5	12	2011	7	12	2011	41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
148	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	88	2	1	98	2	1	1	3	12	2011	4	12	2011	41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
149	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	100	2	1	98	2	1	1	5	12	2011				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
150	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	112	2	1	98	1	1	1	5	12	2011				44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
151	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	124	2	1	98	1	1	1	5	12	2011				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
152	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	136	1	1	99	1	1	1	3	12	2011	4	12	2011	40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
153	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	148	2	1	98	1	1	1	4	12	2011				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
154	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	160	2	1	98	2	1	1	3	12	2011				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
155	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	172	2	1	98	2	1	1	2	12	2011	3	12	2011	40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
156	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	113	2	1	98	1	1	1	3	12	2011				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
157	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	195	2	1	99	1	1	1	2	12	2011				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
158	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	207	2	1	98	1	1	1	4	12	2011	5	12	2011	41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
159	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	219	2	1	98	1	1	1	2	12	2011	3	12	2011	41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
160	"10"	4	485	48523	4.0	"Barisal"	"04"	"Barguna"	"0485"	"Patharghata"	"048523"	"Kakchira"	2	231	2	1	98	1	1	1	2	12	2011				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
161	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	11	1	1	99	1	1	1	8	2	2012	9	2	2012	41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
162	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	23	3	1	98	1	1	1	8	2	2012	9	2	2012	44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
163	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	35	2	1	98	1	1	1	10	2	2012				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
164	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	47	1	1	98	1	1	1	8	2	2012				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
165	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	59	1	1	99	1	1	1	8	2	2012	9	2	2012	40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
166	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	71	2	1	98	1	1	1	8	2	2012				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
167	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	83	2	1	98	1	1	1	10	2	2012	11	2	2012	44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
168	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	95	2	1	98	1	1	1	10	2	2012				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
169	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	107	2	1	98	1	1	1	11	2	2012				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
170	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	119	2	1	98	1	1	1	9	2	2012				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
171	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	131	2	1	98	1	1	1	10	2	2012	11	2	2012	40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
172	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	143	1	1	99	1	1	1	9	2	2012				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
173	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	155	1	1	98	1	1	1	11	2	2012				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
174	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	167	1	1	99	1	1	1	12	2	2012				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
175	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	179	2	1	98	1	1	1	9	2	2012				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
176	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	191	2	1	98	1	1	1	10	2	2012				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
177	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	203	2	1	98	1	1	1	12	2	2012				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
178	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	215	2	1	98	1	1	1	11	2	2012				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
179	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	227	2	1	4	1	1	1	8	2	2012				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
180	"10"	6	603	60354	5.0	"Barisal"	"06"	"Barisal"	"0603"	"Babuganj"	"060354"	"Kedarpur"	2	239	2	1	98	1	1	1	10	2	2012	11	2	2012	41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
181	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	3	1	1	98	1	1	1	15	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
182	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	16	2	1	98	1	1	1	16	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
183	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	29	1	1	99	1	1	1	15	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
184	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	41	1	1	99	1	1	1	15	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
185	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	54	2	1	98	1	1	1	15	12	2011	16	12	2011	40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
186	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	66	1	1	99	3	1	1	15	12	2011	16	12	2011	41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
187	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	79	2	1	7	3	1	1	17	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
188	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	92	1	1	99	3	1	1	17	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
189	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	104	2	1	98	3	1	1	17	12	2011	18	12	2011	44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
190	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	117	1	1	99	3	1	1	19	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
191	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	129	2	1	98	2	1	1	18	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
192	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	142	3	1	98	2	1	1	17	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
193	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	155	2	1	98	1	1	1	17	12	2011	18	12	2011	41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
194	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	167	2	1	99	3	1	1	16	12	2011				40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
195	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	180	1	1	99	3	1	1	16	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
196	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	192	4	1	3	2	1	1	18	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
197	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	205	2	1	98	3	1	1	18	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
198	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	218	2	1	99	3	1	1	19	12	2011				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
199	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	230	1	1	99	3	1	1	15	12	2011	16	12	2011	44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
200	"10"	6	607	60788	6.0	"Barisal"	"06"	"Barisal"	"0607"	"Bakerganj"	"060788"	"Padri Shibpur"	2	243	1	1	99	3	1	1	19	12	2011				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
201	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	10	2	1	99	1	1	1	30	1	2012				44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
202	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	23	1	1	99	1	1	1	30	1	2012				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
203	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	36	2	1	98	1	1	1	31	1	2012				44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
204	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	49	2	1	98	1	1	1	30	1	2012				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
205	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	62	2	1	98	1	1	1	31	1	2012				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
206	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	75	2	1	98	1	1	1	1	2	2012				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
207	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	88	2	1	98	1	1	1	1	2	2012				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
208	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	101	2	1	98	1	1	1	31	1	2012				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
209	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	114	2	1	4	1	1	1	31	1	2012				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
210	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	127	2	1	98	1	1	1	29	1	2012	30	1	2012	40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
211	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	140	2	1	98	1	1	1	29	1	2012	30	1	2012	44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
212	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	153	2	1	98	1	1	1	29	1	2012				44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
213	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	166	2	1	98	1	1	1	29	1	2012	30	1	2012	41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
214	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	179	2	1	99	1	1	1	29	1	2012				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
215	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	192	2	1	98	1	1	1	29	1	2012				40	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
216	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	205	1	1	99	1	1	1	31	1	2012				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
217	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	218	2	1	98	1	1	1	1	2	2012				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
218	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	231	2	1	98	1	1	1	31	1	2012				44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
219	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	244	2	1	5	1	1	1	1	2	2012				41	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
220	"10"	6	636	63613	8.0	"Barisal"	"06"	"Barisal"	"0636"	"Hizla"	"063613"	"Bara Jalia"	2	257	1	1	99	1	1	1	1	2	2012				44	4						3	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
221	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	2	2	2	1	99	1	1	1	17	2	2012	18	2	2012	44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
222	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	2	12	2	1	98	1	1	1	18	2	2012				44	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
223	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	2	22	2	1	98	1	1	1	18	2	2012				41	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
224	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	2	33	2	1	98	1	1	1	17	2	2012	18	2	2012	40	4						2	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
